Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Remote_Work_Ratio_%,Automation_Risk_%,Location,Gender_Diversity_%,Job_Growth_Rate_%
visual merchandiser,entertainment,decreasing,moderate,125817.37,bachelor's degree,20.0,82.46,70.7,canada,45.72,11.859356376638857
horticultural therapist,finance,decreasing,low,112959.27,associate degree,14.0,37.87,98.91,india,62.15,1833.1269349845202
"scientist, marine",it,decreasing,low,111078.68,bachelor's degree,3.0,14.89,39.94,canada,62.61,-67.51029120292728
"lighting technician, broadcasting/film/video",manufacturing,decreasing,low,71013.65,high school,0.0,77.7,93.03,australia,63.36,-77.55834829443447
water engineer,healthcare,increasing,moderate,125731.06,master's degree,9.0,76.47,76.19,usa,62.06,-46.41801228110075
ranger/warden,entertainment,increasing,moderate,50889.64,bachelor's degree,2.0,82.47,14.05,india,79.76,110.0366076876144
financial controller,manufacturing,decreasing,low,113218.9,bachelor's degree,10.0,65.38,13.23,india,66.17,415.0841346153846
acupuncturist,entertainment,increasing,moderate,144413.84,high school,20.0,52.12,25.94,brazil,61.36,130.47337278106508
"lecturer, higher education",entertainment,increasing,moderate,40241.27,high school,9.0,55.63,85.8,usa,72.16,-80.54226475279107
"pilot, airline",entertainment,increasing,high,76901.03,phd,20.0,46.01,97.47,uk,78.55,167.79605263157896
meteorologist,healthcare,decreasing,moderate,95089.26,associate degree,13.0,23.71,9.9,india,66.76,-48.366107576633894
warehouse manager,entertainment,increasing,moderate,90916.81,phd,4.0,6.95,83.07,germany,33.74,1342.4778761061948
advertising copywriter,finance,decreasing,low,149970.9,master's degree,4.0,28.23,20.34,uk,75.7,173.69057211925866
geoscientist,it,increasing,low,66668.51,phd,20.0,97.07,67.51,germany,62.56,52.237384957156465
armed forces training and education officer,manufacturing,decreasing,moderate,110914.49,high school,10.0,45.96,87.92,usa,44.31,-76.26435377473736
horticultural consultant,manufacturing,increasing,low,143456.4,master's degree,17.0,13.77,27.53,canada,70.24,96.86623012160898
"engineer, control and instrumentation",manufacturing,decreasing,low,37715.93,high school,8.0,87.66,88.04,brazil,74.54,8.75
air cabin crew,transportation,decreasing,moderate,117344.32,bachelor's degree,16.0,48.15,33.03,australia,62.44,-60.89338390223345
financial planner,finance,increasing,low,145838.19,master's degree,8.0,34.11,70.19,uk,77.32,112.30317587403256
camera operator,transportation,increasing,moderate,97498.06,bachelor's degree,5.0,80.04,48.14,india,68.32,101.10650069156293
event organiser,education,decreasing,moderate,112126.04,phd,20.0,57.06,88.1,germany,43.15,206.1023622047244
"administrator, charities/voluntary organisations",retail,increasing,moderate,94255.37,bachelor's degree,4.0,78.73,48.05,china,29.74,557.2072072072073
"engineer, electrical",education,increasing,high,76138.59,bachelor's degree,3.0,60.05,32.08,uk,36.98,-28.347724279233134
optometrist,entertainment,decreasing,high,87603.58,associate degree,8.0,75.34,96.51,uk,57.57,318.3457051961824
museum/gallery exhibitions officer,transportation,decreasing,high,103897.33,phd,9.0,56.05,79.48,canada,76.66,300.80321285140565
actor,education,increasing,low,100103.91,associate degree,16.0,69.1,50.14,usa,51.56,645.360824742268
fitness centre manager,education,increasing,low,31731.8,phd,11.0,96.52,39.47,australia,20.7,-44.29928741092636
web designer,retail,decreasing,moderate,81927.26,master's degree,7.0,9.81,50.55,canada,63.21,-95.12572533849129
paediatric nurse,transportation,decreasing,high,32570.53,bachelor's degree,11.0,64.67,35.23,australia,22.26,28.57142857142857
"journalist, broadcasting",retail,decreasing,high,104643.72,associate degree,7.0,5.35,51.96,india,35.11,51.23674911660777
"therapist, music",healthcare,decreasing,moderate,66406.24,phd,20.0,42.64,60.88,uk,52.9,-23.539545810493344
"social research officer, government",healthcare,increasing,high,34805.17,associate degree,8.0,36.11,33.83,usa,47.38,-18.207681365576104
agricultural consultant,education,increasing,high,75367.34,high school,12.0,98.78,30.77,china,50.99,-38.93891721818379
chief operating officer,manufacturing,increasing,high,85949.37,phd,17.0,64.46,84.93,india,78.35,-47.66126959650476
"restaurant manager, fast food",it,decreasing,high,36506.37,associate degree,19.0,10.01,59.48,india,42.54,143.0852433685295
diplomatic services operational officer,finance,decreasing,low,47627.84,master's degree,12.0,72.78,96.11,uk,24.37,102.5041736227045
call centre manager,retail,increasing,moderate,131009.02,master's degree,6.0,8.62,96.08,germany,52.99,-9.487179487179487
marketing executive,entertainment,decreasing,low,54958.74,bachelor's degree,1.0,47.77,96.4,india,46.96,-44.30810171496156
field seismologist,it,increasing,low,113969.8,associate degree,3.0,5.16,0.77,brazil,64.05,-75.35482451314776
community pharmacist,retail,increasing,moderate,70320.26,associate degree,0.0,61.06,95.67,uk,57.53,-63.0588756086764
amenity horticulturist,manufacturing,increasing,low,90157.33,high school,20.0,98.85,56.14,usa,76.46,-47.286911970190964
"surveyor, building",it,increasing,low,142727.31,high school,12.0,15.07,31.62,brazil,76.06,647.2846441947565
charity fundraiser,healthcare,decreasing,high,99768.12,high school,13.0,9.51,46.79,brazil,34.74,34.832593787817665
bookseller,manufacturing,increasing,high,140732.9,associate degree,1.0,57.02,50.51,australia,73.08,-3.8795779019242707
legal secretary,entertainment,increasing,high,70814.52,bachelor's degree,19.0,49.85,39.81,canada,25.96,-61.72590199246096
hospital doctor,entertainment,decreasing,low,39297.42,phd,12.0,78.69,47.95,usa,75.32,-22.050400916380298
"administrator, local government",it,decreasing,high,46617.29,bachelor's degree,1.0,92.59,89.74,brazil,75.49,80.08429926238145
amenity horticulturist,healthcare,decreasing,moderate,113941.25,bachelor's degree,0.0,86.91,43.43,australia,21.48,19.881723458180794
"engineer, broadcasting (operations)",it,increasing,moderate,139643.43,master's degree,1.0,5.28,90.06,germany,73.18,-16.320919770057486
chief of staff,entertainment,decreasing,low,111831.99,high school,3.0,70.4,63.06,uk,30.48,678.7923416789396
marketing executive,it,decreasing,low,55270.27,associate degree,13.0,30.81,80.8,india,43.33,-62.13886300093196
cabin crew,healthcare,decreasing,high,114805.18,phd,3.0,89.74,77.04,china,47.94,82.9410208939434
"engineer, electronics",transportation,increasing,moderate,118719.55,master's degree,0.0,51.03,76.96,australia,59.57,-18.274111675126903
osteopath,healthcare,decreasing,moderate,86570.71,associate degree,1.0,31.18,98.23,china,31.14,-56.500092199889366
special effects artist,education,increasing,high,87634.92,phd,7.0,14.65,25.18,canada,36.69,144.7244094488189
advertising copywriter,manufacturing,decreasing,low,123982.5,high school,1.0,22.65,29.55,india,44.66,-47.521103317084766
mechanical engineer,transportation,increasing,moderate,102460.63,master's degree,5.0,54.26,5.98,germany,71.91,46.18046971569839
ambulance person,transportation,increasing,low,91652.59,phd,1.0,99.13,38.96,usa,73.84,-61.587581195640205
petroleum engineer,manufacturing,increasing,low,31719.31,associate degree,16.0,45.11,41.66,uk,49.54,-48.52347299343766
"engineer, agricultural",transportation,decreasing,low,133630.22,master's degree,19.0,76.76,39.65,usa,64.34,-42.06534422403734
mechanical engineer,finance,decreasing,high,72596.27,associate degree,18.0,61.43,80.2,germany,44.99,-62.25710014947683
higher education careers adviser,it,decreasing,high,76503.63,high school,9.0,20.33,26.03,uk,28.95,235.8458244111349
"designer, fashion/clothing",it,increasing,high,52593.43,bachelor's degree,16.0,26.64,94.66,canada,79.8,100.0871839581517
"clinical scientist, histocompatibility and immunogenetics",education,decreasing,moderate,85917.18,high school,15.0,98.41,64.52,germany,62.15,-71.4198098742717
recycling officer,manufacturing,decreasing,low,93961.98,high school,4.0,11.77,23.22,canada,37.68,10.332480818414322
broadcast journalist,finance,increasing,high,138579.75,associate degree,4.0,54.18,53.35,australia,30.12,-67.35779418150238
microbiologist,entertainment,increasing,high,60770.34,associate degree,20.0,75.78,40.66,usa,38.57,-9.116708052500886
"therapist, occupational",manufacturing,decreasing,high,62895.73,master's degree,18.0,31.83,31.17,germany,29.45,-3.711340206185567
scientific laboratory technician,retail,decreasing,moderate,117656.65,phd,15.0,91.84,9.36,india,24.14,331.9952774498229
immigration officer,education,increasing,low,56219.04,master's degree,2.0,24.16,85.89,uk,40.45,-11.833094441790095
"therapist, drama",healthcare,decreasing,moderate,30098.98,bachelor's degree,16.0,66.96,95.27,india,66.23,-47.5533762386352
administrator,education,decreasing,high,132509.45,bachelor's degree,7.0,16.54,60.28,china,64.87,-59.1400172860847
clinical research associate,finance,decreasing,moderate,89055.25,high school,11.0,37.82,16.83,china,20.14,29.659775354061534
meteorologist,education,decreasing,moderate,97115.48,associate degree,1.0,81.38,47.83,australia,68.73,138.80045480386582
hydrologist,finance,decreasing,low,136067.74,high school,0.0,82.97,85.74,india,36.83,-29.75218658892128
careers information officer,finance,increasing,moderate,56133.92,associate degree,14.0,73.11,7.62,brazil,60.55,382.7468230694037
pension scheme manager,finance,decreasing,high,105982.95,bachelor's degree,4.0,11.87,76.78,india,57.18,-77.19094602437609
education administrator,healthcare,increasing,moderate,123361.61,master's degree,5.0,50.62,52.68,india,63.36,-16.822429906542055
advice worker,education,increasing,high,73111.79,master's degree,11.0,78.69,45.23,usa,35.61,-1.0848400556328233
web designer,education,increasing,moderate,61935.83,associate degree,8.0,43.78,8.92,uk,65.05,-75.26694810032282
warden/ranger,entertainment,decreasing,high,117905.49,master's degree,10.0,99.66,23.92,usa,79.49,75.26
product designer,entertainment,increasing,low,121209.23,bachelor's degree,4.0,72.74,96.71,india,74.14,36.490546032868
occupational hygienist,transportation,decreasing,low,72777.1,master's degree,3.0,91.69,65.05,canada,59.86,588.4892086330935
emergency planning/management officer,transportation,increasing,high,36617.77,associate degree,4.0,37.23,73.46,china,73.71,-36.78474114441417
ophthalmologist,healthcare,decreasing,low,68958.28,bachelor's degree,1.0,93.08,61.98,australia,74.17,31.784386617100374
recycling officer,transportation,decreasing,high,90144.15,master's degree,1.0,73.07,43.35,germany,75.21,3.696236559139785
"surveyor, rural practice",manufacturing,increasing,high,68288.97,high school,7.0,66.98,63.23,china,57.76,-79.47138314785374
"scientist, physiological",it,decreasing,high,110811.97,bachelor's degree,4.0,35.7,74.6,germany,66.52,-76.09413268022574
"producer, television/film/video",healthcare,decreasing,moderate,39767.82,associate degree,7.0,30.12,15.09,canada,34.5,135.50014009526478
furniture conservator/restorer,entertainment,decreasing,high,75977.2,associate degree,14.0,60.97,30.58,australia,26.65,21.653005464480874
magazine journalist,healthcare,increasing,moderate,80699.94,associate degree,12.0,55.02,3.51,brazil,31.18,52.985861996201734
research scientist (medical),transportation,increasing,low,89110.69,bachelor's degree,8.0,38.61,29.58,australia,31.04,-92.05663787909218
speech and language therapist,education,decreasing,moderate,86381.96,associate degree,1.0,10.65,25.16,usa,43.9,459.9749058971142
politician's assistant,transportation,decreasing,moderate,95643.16,master's degree,5.0,95.09,73.54,china,76.38,53.69525547445255
prison officer,transportation,decreasing,high,89654.72,master's degree,4.0,81.87,5.56,brazil,47.13,-10.185453491741523
mental health nurse,it,decreasing,moderate,83371.35,associate degree,15.0,73.69,86.91,india,28.62,-10.945273631840797
recruitment consultant,retail,increasing,high,145298.2,high school,17.0,7.3,77.87,canada,59.46,2.8165374677002584
health promotion specialist,healthcare,decreasing,high,94904.49,bachelor's degree,5.0,9.27,4.38,canada,57.25,158.4640522875817
proofreader,it,increasing,low,127600.31,phd,10.0,94.09,26.84,uk,67.78,-68.61937935402153
"designer, blown glass/stained glass",education,increasing,moderate,86107.78,bachelor's degree,4.0,46.52,27.16,australia,48.43,-84.55257640957741
"librarian, academic",healthcare,increasing,high,72004.06,phd,18.0,30.67,52.45,germany,40.94,68.56154226396441
banker,education,increasing,high,108224.57,phd,6.0,55.13,32.83,china,73.69,155.89166373549068
armed forces training and education officer,finance,increasing,high,103226.97,bachelor's degree,20.0,63.96,80.82,germany,37.39,-19.74716652136007
health and safety inspector,manufacturing,decreasing,moderate,71042.73,associate degree,13.0,64.43,26.44,china,22.61,-67.8040888365936
"teacher, early years/pre",it,increasing,moderate,112147.69,associate degree,2.0,70.75,5.74,usa,38.36,-55.81570996978852
comptroller,education,decreasing,high,120619.75,bachelor's degree,9.0,38.74,13.08,australia,58.6,-47.27221597300337
geographical information systems officer,entertainment,decreasing,moderate,147589.6,phd,2.0,7.7,13.05,canada,61.5,6.3944530046224966
radio broadcast assistant,manufacturing,decreasing,low,141086.02,bachelor's degree,5.0,20.81,71.74,uk,27.06,109.70197955188166
wellsite geologist,manufacturing,increasing,moderate,50502.35,bachelor's degree,17.0,63.39,80.43,australia,37.72,752.0609318996416
midwife,education,increasing,moderate,32903.71,associate degree,9.0,66.95,8.26,china,78.58,29.03225806451613
illustrator,transportation,increasing,low,118737.75,master's degree,6.0,14.81,70.55,india,29.6,99.35296020705273
logistics and distribution manager,healthcare,decreasing,low,90804.7,high school,18.0,7.48,21.89,usa,61.9,-37.515489467162325
"scientist, research (life sciences)",healthcare,decreasing,high,149226.72,phd,2.0,76.34,28.44,canada,56.06,-22.224657534246575
"librarian, academic",retail,increasing,low,88158.4,master's degree,4.0,19.27,31.28,india,67.53,-45.66750056856948
"designer, television/film set",education,decreasing,low,97048.13,master's degree,1.0,6.09,26.43,australia,47.76,-14.00189214758751
"engineer, manufacturing",retail,increasing,high,66136.53,bachelor's degree,14.0,14.04,26.68,china,34.99,-58.433867076113174
analytical chemist,transportation,increasing,low,101130.12,master's degree,4.0,59.76,1.36,usa,75.02,830.4726368159203
"runner, broadcasting/film/video",entertainment,decreasing,moderate,83272.83,master's degree,7.0,65.68,96.11,india,57.19,-58.9431404543743
copy,entertainment,decreasing,low,79293.01,master's degree,5.0,86.52,90.3,usa,25.71,-36.56802459646426
"psychotherapist, child",it,decreasing,low,60191.76,phd,7.0,80.18,50.85,brazil,36.57,-4.574223245109321
public relations account executive,healthcare,increasing,high,133678.46,phd,20.0,53.11,38.74,australia,31.98,23.719918074756784
tourism officer,healthcare,increasing,low,76995.59,bachelor's degree,20.0,88.74,63.76,usa,39.7,-38.945578231292515
herbalist,retail,decreasing,moderate,47734.67,associate degree,15.0,3.75,53.66,usa,48.51,-25.11193303484524
magazine journalist,transportation,increasing,high,126255.42,bachelor's degree,9.0,18.56,11.01,germany,38.28,-13.139250289836404
ergonomist,finance,increasing,moderate,67222.48,phd,11.0,5.59,49.93,australia,59.32,-83.2305034550839
"administrator, education",retail,increasing,low,109892.66,master's degree,19.0,34.6,21.65,china,32.98,108.30485304169515
